[0.009s][info][gc] Using Serial
[20.357s][info][gc] GC(158) Pause Young (Allocation Failure) 4M->1M(11M) 0.178ms
[20.359s][info][gc] GC(159) Pause Young (Allocation Failure) 5M->1M(11M) 0.169ms
[20.360s][info][gc] GC(160) Pause Young (Allocation Failure) 5M->1M(11M) 0.142ms
[20.362s][info][gc] GC(161) Pause Young (Allocation Failure) 4M->1M(11M) 0.116ms
[20.364s][info][gc] GC(162) Pause Young (Allocation Failure) 4M->1M(11M) 0.190ms
[20.365s][info][gc] GC(163) Pause Young (Allocation Failure) 5M->1M(11M) 0.164ms
[20.367s][info][gc] GC(164) Pause Young (Allocation Failure) 5M->1M(11M) 0.136ms
[20.369s][info][gc] GC(165) Pause Young (Allocation Failure) 4M->1M(11M) 0.113ms
[20.370s][info][gc] GC(166) Pause Young (Allocation Failure) 4M->1M(11M) 0.183ms
[20.372s][info][gc] GC(167) Pause Young (Allocation Failure) 5M->1M(11M) 0.150ms
[20.374s][info][gc] GC(168) Pause Young (Allocation Failure) 5M->1M(11M) 0.129ms
[20.376s][info][gc] GC(169) Pause Young (Allocation Failure) 4M->1M(11M) 0.204ms
[20.377s][info][gc] GC(170) Pause Young (Allocation Failure) 5M->1M(11M) 0.172ms
[20.379s][info][gc] GC(171) Pause Young (Allocation Failure) 5M->1M(11M) 0.143ms
[20.381s][info][gc] GC(172) Pause Young (Allocation Failure) 5M->1M(11M) 0.124ms
[20.382s][info][gc] GC(173) Pause Young (Allocation Failure) 4M->1M(11M) 0.194ms
[20.384s][info][gc] GC(174) Pause Young (Allocation Failure) 5M->1M(11M) 0.164ms
[20.386s][info][gc] GC(175) Pause Young (Allocation Failure) 5M->1M(11M) 0.147ms
[20.388s][info][gc] GC(176) Pause Young (Allocation Failure) 4M->1M(11M) 0.105ms
[20.390s][info][gc] GC(177) Pause Young (Allocation Failure) 4M->1M(11M) 0.181ms
[20.391s][info][gc] GC(178) Pause Young (Allocation Failure) 5M->1M(11M) 0.151ms
[20.393s][info][gc] GC(179) Pause Young (Allocation Failure) 5M->1M(11M) 0.118ms
[20.395s][info][gc] GC(180) Pause Young (Allocation Failure) 4M->1M(11M) 0.173ms
[20.396s][info][gc] GC(181) Pause Young (Allocation Failure) 5M->1M(11M) 0.177ms
[20.398s][info][gc] GC(182) Pause Young (Allocation Failure) 5M->1M(11M) 0.142ms
[20.400s][info][gc] GC(183) Pause Young (Allocation Failure) 5M->1M(11M) 0.116ms
[20.401s][info][gc] GC(184) Pause Young (Allocation Failure) 4M->1M(11M) 0.186ms
[20.403s][info][gc] GC(185) Pause Young (Allocation Failure) 5M->1M(11M) 0.154ms
[20.405s][info][gc] GC(186) Pause Young (Allocation Failure) 5M->1M(11M) 0.131ms
[20.406s][info][gc] GC(187) Pause Young (Allocation Failure) 5M->1M(11M) 0.123ms
[20.408s][info][gc] GC(188) Pause Young (Allocation Failure) 4M->1M(11M) 0.176ms
